,content
721,　　同時，車車通訊還使智能交通和綠色交通成為現實。“目前已經普遍應用的智能導航可以提供路線最短或時間最短的選擇，但這些選擇往往不意味著能耗最低。”孔慧芳介紹說，通過連接紅綠燈等道路設施，分析其他車輛和道路設施提供的數據信息，為出行車輛提供最為合理的路線和車速。
722,　　此外，駕駛人除了可以避開擁堵路段或者路況較差的路段，還可以提前知道平穩車速控制在多少就能順利通過下一個紅綠燈路口，從而避免了急起急剎等操作，在保證交通高效、安全的同時，降低油耗。
723,"　　,網絡安全：為智能汽車加上 “一把安全鎖”"
724,　　隨著汽車和交通智能化以及智慧城市發展趨勢，更多車輛信息陸續開放並通過高速總線上傳到車載信息終端，使車載信息終端成為車輛的大腦，車載網絡成為車輛的神經系統，由此實現信息採集、傳遞、計算、反饋、控制的功能。
725,　　通過車雲網將信息數據上傳到雲端，車輛不僅能實現自動駕駛，從生產到售後其所有的數據信息可以全方位使用。“人們都知道車輛每5000公里需要保養，但5000公里只是預估值，不同的路況、不同的駕駛習慣均會造成不同的影響。”孔慧芳介紹說，智能網聯汽車則可以通過採集車輛行駛過程中的各項數據，精準地判斷車輛的具體車況，及時提醒車輛進行保養，從而有效保證車輛的良好狀況。
726,　　同時，這一數據也可以準確反映駕駛人的駕駛習慣，如果發現其具有危險駕駛習慣，即使僥倖躲過了事故與違章，也可以通過收取高額保險等方式進行處罰。
727,　　第十七屆上海國際車展將從明天起在上海國家會展中心開幕。第十七屆上海車展將集中展現汽車行業最前沿技術與產品，聚焦新技術、新趨勢、新產品給人類生活帶來的無限可能，體現當下汽車發展電動化、智能化、網聯化的新趨勢。本屆上海車展共1000多家國內外車企參展，展出整車1400輛。
728,"　　,113款新車全球首發"
729,　　據北京晨報記者瞭解，本屆上海車展全球首發車將達到113輛(外國公司30輛、中國公司83輛)，新能源車159輛(國內廠商96輛、國外廠商63輛)，概念車56輛，外國公司亞洲首發車44輛。展出總面積超過36萬平方米，啟用國家會展中心(上海)全部13個室內展館。
730,　　參展車企中，寶馬、奔馳、大眾、通用、福特等排名前十車企無一缺席。其中，寶馬將帶來BMW和MINI品牌旗下多款備受矚目的創新車型，橫跨多個細分市場，滿足不同客戶的需求。這是寶馬集團在全新“第一戰略”的引領下，對積極實踐本土化和可持續發展的有力體現。全球首發的全新BMW 5系Li是寶馬本土化生產的第三代5系長軸距，也是這個榮耀家族的第七代產品，其強大的產品力將為中國最富進取精神的社會精英帶來極致體驗，繼續引領新時代豪華行政轎車市場。
731,　　在SUV領域，亞洲首發的BMW X2概念車將轎跑車與SUV的設計理念相結合，將駕駛樂趣和多功能性融於一身，開闢全新市場；BMW i8將“純粹駕駛樂趣”與電動出行完美結合，新BMW i8質子磨砂黃限量版將在本屆上海車展上全球首發。其獨一無二的外觀造型，進一步突顯了BMW i8獨特的未來設計感。同時，MINI全新成員——新一代MINI JOHN COOPER WORKS COUNTRYMAN，將在上海進行全球首秀。
732,　　在剛剛發佈緊湊級車Aesthetics A設計理念之後，奔馳迅速將A級三廂版概念車帶到上海車展，其對中國市場的重視程度可見一斑。而奧迪將展示一款代表旗下未來新能源車型的設計理念的純電動車型——奧迪X17概念車。不斷推進國產化的Jeep，將帶著首款面向中國市場設計的車型，“Jeep雲圖”概念車全球首發亮相，表明了Jeep將繼續深耕中國市場的決心。
733,　　隨著近兩年SUV車型的大行其道，在1400款參展車中，SUV佔了相當高的比例。幾乎每個汽車品牌的展位都可以看到SUV的身影，其中不乏全新車型。長安CS55、馬自達CX-3、路虎攬勝星脈、廣汽豐田首款小型SUV、廣汽傳祺GS7、東風風神AX4、上汽斯柯達柯迪亞克、上汽大通D90等。這些全新車型均有上市計劃。
734,"　　,眾多新品牌亮相"
735,　　本屆上海車展，還將出現眾多汽車新品牌的身影。吉利全新品牌LYNK&CO將首次亮相車展。這個品牌定位在沃爾沃和吉利之間，主打中高端市場，旗下車型基於CMA基礎模塊架構打造而來，競爭對手鎖定為國內的主流合資品牌。全新CMA基礎模塊架構未來將誕生LYNK&CO品牌下的CX11(SUV)、CS11(三廂轎車)、CC11(跨界車)以及CH11(兩廂車)等多款車型。
736,　　長城汽車全新高端品牌WEY，將攜帶首款產品轎跑式SUV——WEY VV7首次亮相車展。除此之外，蔚來汽車、漢騰汽車、SWM斯威汽車、雲度汽車、奇點汽車等眾多造車新勢力將集聚上海車展，為中國汽車行業帶來更多新思路。
737,"　　,新能源汽車成焦點"
738,　　本屆上海車展，新能源車仍然是一大亮點。在4月19日至28日舉辦的上海車展上，斯柯達將通過電動概念車VISION E的首發，向觀眾展示品牌對未來個人出行的展望。這款充滿情感設計的SUV車型在純電動模式下可行駛500公里。斯柯達正在加緊推進車型的電動化，到2025年斯柯達將推出5款不同級別的電動汽車。
739,　　斯柯達VISION E外觀搶眼，車身長4645毫米，寬1917毫米，高1550毫米。由於軸距長達2850毫米且前後懸較短，VISION E的車內空間非常寬敞——這一點是斯柯達汽車的經典特徵。VISION E的設計概念實現了跨界融合：即提供SUV車型的座椅高度、寬敞且適宜比例的空間，又擁有轎跑車型的流線型動感外型。斯柯達VISION E輸出功率高達225千瓦，加速迅捷而強勁，最高時速180公里/時。強勁的鋰電池和極佳的能量回收性能使其純電動續航里程達到500公里。智能管理系統可以讓斯柯達VISION E的兩個電機在最佳效率下同時工作，並實現四輪驅動。VISION E還會根據需要驅動前、後輪，以確保車輛始終保持最佳的穩定性、安全性以及動力性能。
740,　　上汽榮威將展示榮威“光之翼”Vision-E Concept，這是一款純電動超級轎跑SUV，續航里程大於500km，時速0到100公里加速4秒即可完成。該車配備自主泊車，支持無線充電，還將採用AR-HUD抬頭顯示技術，可全方位展示行駛時的交通信息和附近路況等，豪華感、科技感、未來感十足。除此之外，北汽新能源ARCFOX-1、觀致Model K-EV、 蔚來EVE、吉利 LYNK &CO CX11、傳祺GE3、比亞迪 宋EV等也將紛紛亮相，讓參觀者大飽眼福。(北京晨報記者 孫金鳳)
741,　　智能汽車不僅可以實現車輛狀態的遠程監測，還可以實現對車輛的遠程控制，這也對車聯網的安全性提出了更高的要求。“如果車輛在高速行駛中被人為遠程控制，會造成極大的不安全因素。”孔慧芳說。為此，中心還將面向車聯網的網絡安全開展關鍵技術研發，為智能汽車的研發使用加上一把安全鎖。
742,"　　,中新網,4月18日電  威馬汽車今天在上海國家會展中心威馬汽車辦公樓舉辦“企業開放日”，其概念車“AG2020”首次亮相，同時發佈了威馬的首個出行服務產品——“威馬充電”APP，並宣佈成立“智慧出行價值鏈”全球產業基金。從產品、服務到資本，威馬汽車多點發力，紮實推進，加速實現換道超車的目標。"
743,"　　,概念車首次亮相，量產車穩步推進"
744,　　在“企業開放日”上，威馬汽車的概念車“AG2020”首次亮相。AG是avantgarde的縮寫，意味著前沿、先鋒；2020意味著2020年，代表了威馬汽車2020年的願景和努力的方向：全方位的用戶出行關懷和周到的智能服務。與此同時，威馬汽車的量產車項目也在穩步推進中。威馬汽車首個平臺首款量產車全球累積測試里程已超過100萬公里，內外飾設計已經凍結，另外，憑藉威馬團隊在汽車研發和設計領域的豐富經驗，威馬首款產品在風阻係數上將有重大突破。威馬汽車的首臺量產產品將於2018年下線，旨在打造真正意義的人工智能主流車型。
745,　　為了打造“世界冠軍”級品質的智能電動汽車，恪守產品質量關，威馬汽車堅持自建工廠。2016年11月23日，威馬新能源汽車智能產業園於溫州市甌江口奠基。甌江口產業園將打造一座全新的數字化工廠，該工廠數字化投入達行業平均水平3倍以上。未來威馬汽車的產品將根據用戶需求，預留出大量定製化選裝配置空間。目前產業園一期工程進展順利，今年5月起第一臺設備將進廠安裝，2018年年初，首批主流量產車型將在裝配線上小規模下線。
746,"　　,首個出行服務產品上線，成立百億規模產業基金"
747,　　4月18日，威馬汽車的首個出行服務產品——“威馬充電”服務正式上線公開測試。該款產品是打通了“查、導、充、付”四項核心功能的充電APP產品。首批開通上海地區，將接入星星充電、EVPOWER兩家運營商共5000餘個充電樁。公開測試期，充電樁狀態刷新頻率精確到120秒，準確率達到90%以上。目前，該款APP正在接受手機用戶的反饋，並不斷進行體驗優化。
